"Journal Data Filtered By:  Selected Categories: ONCOLOGY;MULTIDISCIPLINARY SCIENCES Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"CARCINOGENESIS","CARCINOGENESIS","OXFORD UNIV PRESS","0143-3334","1460-2180","ONCOLOGY","SCIE","13,877","3.8","Q2","0.75","18.11"%,
"BJC Reports","BJC REP","SPRINGERNATURE","N/A","2731-9377","ONCOLOGY","ESCI","444","3.8","Q2","0.65","100"%,
"JCO Global Oncology","JCO GLOB ONCOL","LIPPINCOTT WILLIAMS & WILKINS","N/A","2687-8941","ONCOLOGY","ESCI","3,344","3.8","Q2","0.64","99.82"%,
"Discover Applied Sciences","DISCOV APPL SCI","SPRINGER","N/A","3004-9261","MULTIDISCIPLINARY SCIENCES","ESCI","4,112","3.8","Q1","0.63","99.78"%,
"Frontiers in Big Data","FRONT BIG DATA","FRONTIERS MEDIA SA","N/A","2624-909X","MULTIDISCIPLINARY SCIENCES","ESCI","2,258","3.8","Q1","0.52","100"%,
"Breast Cancer","BREAST CANCER-TOKYO","SPRINGER JAPAN KK","1340-6868","1880-4233","ONCOLOGY","SCIE","3,784","3.7","Q2","0.96","41.55"%,
"PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES","PHILOS T R SOC A","ROYAL SOC","1364-503X","1471-2962","MULTIDISCIPLINARY SCIENCES","SCIE","29,724","3.7","Q1","0.93","45.78"%,
"CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION","CANCER EPIDEM BIOMAR","AMER ASSOC CANCER RESEARCH","1055-9965","1538-7755","ONCOLOGY","SCIE","19,510","3.7","Q2","0.91","19.12"%,
"Scientific African","SCI AFR","ELSEVIER","2468-2276","2468-2276","MULTIDISCIPLINARY SCIENCES","ESCI","8,957","3.7","Q1","0.73","99.93"%,
"CLINICAL & EXPERIMENTAL METASTASIS","CLIN EXP METASTAS","SPRINGER","0262-0898","1573-7276","ONCOLOGY","SCIE","3,464","3.7","Q2","0.67","46.75"%,
"European Journal of Oncology Nursing","EUR J ONCOL NURS","ELSEVIER SCI LTD","1462-3889","1532-2122","ONCOLOGY","SCIE","5,835","3.6","Q2","1.11","24.62"%,
"Journal of Taibah University for Science","J TAIBAH UNIV SCI","TAYLOR & FRANCIS LTD","1658-3655","1658-3655","MULTIDISCIPLINARY SCIENCES","SCIE","3,678","3.6","Q1","0.95","100"%,
"JTO Clinical and Research Reports","JTO CLIN RES REP","ELSEVIER","N/A","2666-3643","ONCOLOGY","ESCI","2,083","3.6","Q2","0.91","100"%,
"Radiation Oncology","RADIAT ONCOL","BMC","N/A","1748-717X","ONCOLOGY","SCIE","9,665","3.6","Q2","0.85","100"%,
"Clinical and Translational Radiation Oncology","CLIN TRANSL RAD ONCO","ELSEVIER IRELAND LTD","N/A","2405-6308","ONCOLOGY","SCIE","3,055","3.6","Q2","0.83","99.79"%,
"Journal of Bone Oncology","J BONE ONCOL","ELSEVIER","N/A","2212-1374","ONCOLOGY","SCIE","1,769","3.6","Q2","0.73","100"%,
"JCO Clinical Cancer Informatics","JCO CLIN CANCER INFO","LIPPINCOTT WILLIAMS & WILKINS","2473-4276","2473-4276","ONCOLOGY","ESCI","3,105","3.6","Q2","0.69","38.01"%,
"Breast Cancer-Targets and Therapy","BREAST CANCER-TARGET","DOVE MEDICAL PRESS LTD","1179-1314","1179-1314","ONCOLOGY","SCIE","1,880","3.6","Q2","0.61","99.6"%,
"Current Oncology","CURR ONCOL","MDPI","1198-0052","1718-7729","ONCOLOGY","SCIE","12,046","3.6","Q2","0.61","99.9"%,
"Journal of Breast Cancer","J BREAST CANCER","KOREAN BREAST CANCER SOC","1738-6756","2092-9900","ONCOLOGY","SCIE","1,600","3.6","Q2","0.53","100"%,
"World Journal of Clinical Oncology","WORLD J CLIN ONCOL","BAISHIDENG PUBLISHING GROUP INC","2218-4333","2218-4333","ONCOLOGY","ESCI","2,706","3.6","Q2","0.49","100"%,
"EJSO","EJSO-EUR J SURG ONC","ELSEVIER SCI LTD","0748-7983","1532-2157","ONCOLOGY","SCIE","14,666","3.5","Q2","1.1","23.29"%,
"Journal of Radiation Research and Applied Sciences","J RADIAT RES APPL SC","ELSEVIER","1687-8507","1687-8507","MULTIDISCIPLINARY SCIENCES","SCIE","5,756","3.5","Q1","1.07","100"%,
"MOLECULAR CARCINOGENESIS","MOL CARCINOGEN","WILEY","0899-1987","1098-2744","ONCOLOGY","SCIE","6,265","3.5","Q2","0.72","24.19"%,
"Pigment Cell & Melanoma Research","PIGM CELL MELANOMA R","WILEY","1755-1471","1755-148X","ONCOLOGY","SCIE","5,072","3.5","Q2","0.7","41.07"%,
"Cancer Medicine","CANCER MED-US","WILEY","2045-7634","2045-7634","ONCOLOGY","SCIE","26,559","3.5","Q2","0.67","100"%,
"EXPERIMENTAL CELL RESEARCH","EXP CELL RES","ELSEVIER INC","0014-4827","1090-2422","ONCOLOGY","SCIE","20,636","3.5","Q2","0.64","23.55"%,
"Cancer Treatment and Research Communications","CANCER TREAT RES COM","ELSEVIER","2468-2942","2468-2942","ONCOLOGY","ESCI","2,311","3.5","Q2","0.62","100"%,
"SCIENCE AND ENGINEERING ETHICS","SCI ENG ETHICS","SPRINGER","1353-3452","1471-5546","MULTIDISCIPLINARY SCIENCES","SCIE","4,484","3.4","Q2","2.56","87.67"%,
"SUPPORTIVE CARE IN CANCER","SUPPORT CARE CANCER","SPRINGER","0941-4355","1433-7339","ONCOLOGY","SCIE","27,891","3.4","Q2","0.99","35.89"%,
"Journal of the Royal Society Interface","J R SOC INTERFACE","ROYAL SOC","1742-5689","1742-5662","MULTIDISCIPLINARY SCIENCES","SCIE","18,776","3.4","Q2","0.84","63.65"%,
"Journal of Cancer Survivorship","J CANCER SURVIV","SPRINGER","1932-2259","1932-2267","ONCOLOGY","SCIE","6,869","3.4","Q2","0.82","47.42"%,
"INVESTIGATIONAL NEW DRUGS","INVEST NEW DRUG","SPRINGER","0167-6997","1573-0646","ONCOLOGY","SCIE","5,761","3.4","Q2","0.79","33.73"%,
"JOURNAL OF NEURO-ONCOLOGY","J NEURO-ONCOL","SPRINGER","0167-594X","1573-7373","ONCOLOGY","SCIE","14,899","3.4","Q2","0.79","38.69"%,
"Translational Lung Cancer Research","TRANSL LUNG CANCER R","AME PUBLISHING COMPANY","2218-6751","2226-4477","ONCOLOGY","SCIE","7,606","3.4","Q2","0.76","100"%,
"Journal of Cancer","J CANCER","IVYSPRING INT PUBL","1837-9664","1837-9664","ONCOLOGY","SCIE","15,496","3.4","Q2","0.75","99.2"%,
"Cardio-Oncology","CARDIO-ONCOLOGY","BMC","N/A","2057-3804","ONCOLOGY","ESCI","995","3.4","Q2","0.72","100"%,
"Cancer Prevention Research","CANCER PREV RES","AMER ASSOC CANCER RESEARCH","1940-6207","1940-6215","ONCOLOGY","SCIE","4,888","3.4","Q2","0.62","24.43"%,
"Frontiers in Oncology","FRONT ONCOL","FRONTIERS MEDIA SA","2234-943X","2234-943X","ONCOLOGY","SCIE","111,544","3.4","Q2","0.62","99.96"%,
"Oncology and Therapy","ONCOL THER","SPRINGER","2366-1070","2366-1089","ONCOLOGY","ESCI","832","3.4","Q2","0.53","100"%,
"JOURNAL OF KING SAUD UNIVERSITY SCIENCE","J KING SAUD UNIV SCI","SCIENTIFIC SCHOLAR LLC","1018-3647","2213-686X","MULTIDISCIPLINARY SCIENCES","SCIE","11,046","3.3","Q2","0.81","98.4"%,
"BREAST CANCER RESEARCH AND TREATMENT","BREAST CANCER RES TR","SPRINGER","0167-6806","1573-7217","ONCOLOGY","SCIE","22,454","3.3","Q2","0.67","43.85"%,
"JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY","J CANCER RES CLIN","SPRINGER","0171-5216","1432-1335","ONCOLOGY","SCIE","15,251","3.3","Q2","0.63","63.18"%,
"Lung Cancer-Targets and Therapy","LUNG CANCER-TARGETS","DOVE MEDICAL PRESS LTD","N/A","1179-2728","ONCOLOGY","ESCI","522","3.3","Q2","0.58","97.67"%,
"Seminars in Oncology Nursing","SEMIN ONCOL NURS","ELSEVIER SCIENCE INC","0749-2081","1878-3449","ONCOLOGY","SCIE","3,012","3.2","Q2","0.9","40.28"%,
"Physics & Imaging in Radiation Oncology","PHYS IMAG RADIAT ONC","ELSEVIER","N/A","2405-6316","ONCOLOGY","ESCI","2,153","3.2","Q2","0.84","100"%,
"Advanced Theory and Simulations","ADV THEOR SIMUL","WILEY-V C H VERLAG GMBH","N/A","2513-0390","MULTIDISCIPLINARY SCIENCES","SCIE","4,693","3.2","Q2","0.59","19.4"%,
"Blood and Lymphatic Cancer-Targets and Therapy","BLOOD LYMPHAT CANCER","DOVE MEDICAL PRESS LTD","1179-9889","1179-9889","ONCOLOGY","ESCI","193","3.2","Q2","0.59","96.67"%,
"Infectious Agents and Cancer","INFECT AGENTS CANCER","BMC","1750-9378","1750-9378","ONCOLOGY","SCIE","2,166","3.2","Q2","0.58","100"%,
"SN Applied Sciences","SN APPL SCI","SPRINGER INT PUBL AG","2523-3963","2523-3971","MULTIDISCIPLINARY SCIENCES","ESCI","17,588","3.2","Q2","0.5","100"%,
"JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA","J MAMMARY GLAND BIOL","SPRINGER/PLENUM PUBLISHERS","1083-3021","1573-7039","ONCOLOGY","SCIE","1,801","3.1","Q2","0.79","98.33"%,
"HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA","HEMATOL ONCOL CLIN N","W B SAUNDERS CO-ELSEVIER INC","0889-8588","1558-1977","ONCOLOGY","SCIE","3,562","3.1","Q2","0.72","2.65"%,
"American Journal of Cancer Research","AM J CANCER RES","E-CENTURY PUBLISHING CORP","2156-6976","2156-6976","ONCOLOGY","SCIE","11,933","3.1","Q2","0.6","1.75"%,
"INTEGRATIVE CANCER THERAPIES","INTEGR CANCER THER","SAGE PUBLICATIONS INC","1534-7354","1552-695X","ONCOLOGY","SCIE","3,794","3.1","Q2","0.6","100"%,
"Beni-Suef University Journal of Basic and Applied Sciences","BENI-SUEF U J BASIC","SPRINGERNATURE","N/A","2314-8543","MULTIDISCIPLINARY SCIENCES","ESCI","2,560","3.1","Q2","0.58","100"%,
"Future Oncology","FUTURE ONCOL","TAYLOR & FRANCIS LTD","1479-6694","1744-8301","ONCOLOGY","SCIE","8,527","3.1","Q2","0.58","23.77"%,
"Cancer Control","CANCER CONTROL","SAGE PUBLICATIONS INC","1073-2748","1526-2359","ONCOLOGY","SCIE","3,864","3.1","Q2","0.56","100"%,
"ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING","ARAB J SCI ENG","SPRINGER HEIDELBERG","2193-567X","2191-4281","MULTIDISCIPLINARY SCIENCES","SCIE","22,382","3.1","Q2","0.55","10.88"%,
"Journal of Immunotherapy and Precision Oncology","J IMMUNOTHER PRECIS","Innovative Healthcare Institute","2666-2345","2590-017X","ONCOLOGY","ESCI","388","3.1","Q2","0.54","96.39"%,
"Royal Society Open Science","ROY SOC OPEN SCI","ROYAL SOC","2054-5703","2054-5703","MULTIDISCIPLINARY SCIENCES","SCIE","20,601","3","Q2","0.9","99.95"%,
"Cancer Epidemiology","CANCER EPIDEMIOL","ELSEVIER SCI LTD","1877-7821","1877-783X","ONCOLOGY","SCIE","5,498","3","Q3","0.7","39.21"%,
"International Journal of Clinical Oncology","INT J CLIN ONCOL","SPRINGER JAPAN KK","1341-9625","1437-7772","ONCOLOGY","SCIE","5,800","3","Q3","0.6","29.22"%,
"Expert Review of Anticancer Therapy","EXPERT REV ANTICANC","TAYLOR & FRANCIS LTD","1473-7140","1744-8328","ONCOLOGY","SCIE","4,327","3","Q3","0.43","2.11"%,
"FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY","FRACTALS","WORLD SCIENTIFIC PUBL CO PTE LTD","0218-348X","1793-6543","MULTIDISCIPLINARY SCIENCES","SCIE","5,968","2.9","Q2","1.07","56.3"%,
"CANCER CYTOPATHOLOGY","CANCER CYTOPATHOL","WILEY","1934-662X","1934-6638","ONCOLOGY","SCIE","3,016","2.9","Q3","0.86","40.56"%,
"PeerJ","PEERJ","PEERJ INC","2167-8359","2167-8359","MULTIDISCIPLINARY SCIENCES","SCIE","58,761","2.9","Q2","0.73","99.51"%,
"Advances in Radiation Oncology","ADV RADIAT ONCOL","ELSEVIER INC","N/A","2452-1094","ONCOLOGY","ESCI","3,336","2.9","Q3","0.71","100"%,
"JOURNAL OF IMMUNOTHERAPY","J IMMUNOTHER","LIPPINCOTT WILLIAMS & WILKINS","1524-9557","1537-4513","ONCOLOGY","SCIE","3,016","2.9","Q3","0.67","25.38"%,
"Journal of Geriatric Oncology","J GERIATR ONCOL","ELSEVIER","1879-4068","1879-4076","ONCOLOGY","SCIE","3,784","2.9","Q3","0.62","24.14"%,
"MethodsX","METHODSX","ELSEVIER","N/A","2215-0161","MULTIDISCIPLINARY SCIENCES","ESCI","8,321","2.9","Q2","0.56","100"%,
"PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES","P JPN ACAD B-PHYS","JAPAN ACAD","0386-2208","1349-2896","MULTIDISCIPLINARY SCIENCES","SCIE","2,575","2.9","Q2","0.53","94.74"%,
"World Journal of Surgical Oncology","WORLD J SURG ONCOL","BMC","N/A","1477-7819","ONCOLOGY","SCIE","9,974","2.8","Q3","0.89","100"%,
"PLoS One","PLOS ONE","PUBLIC LIBRARY SCIENCE","N/A","1932-6203","MULTIDISCIPLINARY SCIENCES","SCIE","876,526","2.8","Q2","0.8","99.93"%,
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","TAYLOR & FRANCIS LTD","0265-6736","1464-5157","ONCOLOGY","SCIE","6,822","2.8","Q3","0.75","100"%,
"UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS","UROL ONCOL-SEMIN ORI","ELSEVIER SCIENCE INC","1078-1439","1873-2496","ONCOLOGY","SCIE","7,423","2.8","Q3","0.69","20.05"%,
"STRAHLENTHERAPIE UND ONKOLOGIE","STRAHLENTHER ONKOL","SPRINGER HEIDELBERG","0179-7158","1439-099X","ONCOLOGY","SCIE","3,656","2.8","Q3","0.65","65.03"%,
"Discover Oncology","DISCOV ONCOL","SPRINGER","N/A","2730-6011","ONCOLOGY","SCIE","5,580","2.8","Q3","0.54","100"%,
"Hereditary Cancer in Clinical Practice","HERED CANCER CLIN PR","BMC","1731-2302","1897-4287","ONCOLOGY","SCIE","666","2.8","Q3","0.46","100"%,
"Journal of the American Society of Cytopathology","J AM SOC CYTOPATHOL","ELSEVIER","2213-2945","2213-2953","ONCOLOGY","ESCI","844","2.7","Q3","1.53","12.5"%,
"PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES","P ROY SOC A-MATH PHY","ROYAL SOC","1364-5021","1471-2946","MULTIDISCIPLINARY SCIENCES","SCIE","26,372","2.7","Q2","0.79","45.5"%,
"PATHOLOGY & ONCOLOGY RESEARCH","PATHOL ONCOL RES","FRONTIERS MEDIA SA","1219-4956","1532-2807","ONCOLOGY","SCIE","3,514","2.7","Q3","0.69","100"%,
"Facets","FACETS","CANADIAN SCIENCE PUBLISHING","2371-1671","2371-1671","MULTIDISCIPLINARY SCIENCES","SCIE","1,634","2.7","Q2","0.65","97.61"%,
"Photodiagnosis and Photodynamic Therapy","PHOTODIAGN PHOTODYN","ELSEVIER","1572-1000","1873-1597","ONCOLOGY","SCIE","10,052","2.7","Q3","0.6","62.85"%,
"Clinical Colorectal Cancer","CLIN COLORECTAL CANC","CIG MEDIA GROUP, LP","1533-0028","1938-0674","ONCOLOGY","SCIE","2,344","2.7","Q3","0.57","20.67"%,
"Clinical Breast Cancer","CLIN BREAST CANCER","CIG MEDIA GROUP, LP","1526-8209","1938-0666","ONCOLOGY","SCIE","4,956","2.7","Q3","0.55","14.34"%,
"RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI","REND LINCEI-SCI FIS","SPRINGER-VERLAG ITALIA SRL","2037-4631","1720-0776","MULTIDISCIPLINARY SCIENCES","SCIE","1,932","2.7","Q2","0.53","33.06"%,
"TECHNOLOGY IN CANCER RESEARCH & TREATMENT","TECHNOL CANCER RES T","SAGE PUBLICATIONS INC","1533-0346","1533-0338","ONCOLOGY","SCIE","5,348","2.7","Q3","0.53","99.82"%,
"World Journal of Gastrointestinal Oncology","WORLD J GASTRO ONCOL","BAISHIDENG PUBLISHING GROUP INC","1948-5204","1948-5204","ONCOLOGY","SCIE","4,137","2.7","Q3","0.51","100"%,
"ACTA ONCOLOGICA","ACTA ONCOL","Medical Journal Sweden AB","0284-186X","1651-226X","ONCOLOGY","SCIE","8,443","2.7","Q3","0.5","99.62"%,
"Clinical & Translational Oncology","CLIN TRANSL ONCOL","SPRINGER INT PUBL AG","1699-048X","1699-3055","ONCOLOGY","SCIE","6,747","2.7","Q3","0.49","24.78"%,
"NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL","NUTR CANCER","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0163-5581","1532-7914","ONCOLOGY","SCIE","7,362","2.7","Q3","0.49","5.79"%,
"Chinese Clinical Oncology","CHIN CLIN ONCOL","AME PUBLISHING COMPANY","2304-3865","2304-3873","ONCOLOGY","ESCI","1,596","2.7","Q3","0.33","100"%,
"Heritage","HERITAGE-BASEL","MDPI","2571-9408","2571-9408","MULTIDISCIPLINARY SCIENCES","ESCI","3,820","2.6","Q2","3.01","99.77"%,
"SCIENCE PROGRESS","SCI PROGRESS-UK","SAGE PUBLICATIONS LTD","0036-8504","2047-7163","MULTIDISCIPLINARY SCIENCES","SCIE","3,987","2.6","Q2","0.98","100"%,
"CANCER NURSING","CANCER NURS","LIPPINCOTT WILLIAMS & WILKINS","0162-220X","1538-9804","ONCOLOGY","SCIE","5,273","2.6","Q3","0.88","6.99"%,
"Cancer Genomics & Proteomics","CANCER GENOM PROTEOM","INT INST ANTICANCER RESEARCH","1109-6535","1790-6245","ONCOLOGY","SCIE","1,764","2.6","Q3","0.67","99.5"%,
"Thoracic Cancer","THORAC CANCER","WILEY","1759-7706","1759-7714","ONCOLOGY","SCIE","7,337","2.6","Q3","0.59","100"%,
"Kuwait Journal of Science","KUWAIT J SCI","ELSEVIER","2307-4108","2307-4116","MULTIDISCIPLINARY SCIENCES","SCIE","1,580","2.6","Q2","0.57","99.82"%,
"Anti-Cancer Agents in Medicinal Chemistry","ANTI-CANCER AGENT ME","BENTHAM SCIENCE PUBL LTD","1871-5206","1875-5992","ONCOLOGY","SCIE","6,101","2.6","Q3","0.56","3.83"%,
"JMIR Cancer","JMIR CANCER","JMIR PUBLICATIONS, INC","2369-1999","2369-1999","ONCOLOGY","ESCI","1,369","2.6","Q3","0.56","98.86"%,
"Cancer Management and Research","CANCER MANAG RES","DOVE MEDICAL PRESS LTD","1179-1322","1179-1322","ONCOLOGY","SCIE","11,274","2.6","Q3","0.48","99.43"%,
"Clinical Medicine Insights-Oncology","CLIN MED INSIGHTS-ON","SAGE PUBLICATIONS LTD","N/A","1179-5549","ONCOLOGY","SCIE","1,015","2.6","Q3","0.4","100"%,
"ESMO Real World Data and Digital Oncology","ESMO REAL WORLD DATA","ELSEVIER","N/A","2949-8201","ONCOLOGY","ESCI","164","2.6","Q3","0.38","99.23"%,
"Analytical Cellular Pathology","ANAL CELL PATHOL","WILEY","2210-7177","2210-7185","ONCOLOGY","SCIE","1,282","2.5","Q3","0.67","100"%,
"Neuro-Oncology Practice","NEURO-ONCOL PRACT","OXFORD UNIV PRESS","2054-2577","2054-2585","ONCOLOGY","ESCI","1,670","2.5","Q3","0.64","42.91"%,
"CANCER CHEMOTHERAPY AND PHARMACOLOGY","CANCER CHEMOTH PHARM","SPRINGER","0344-5704","1432-0843","ONCOLOGY","SCIE","8,961","2.5","Q3","0.58","34.66"%,
"CLINICAL ONCOLOGY","CLIN ONCOL-UK","ELSEVIER SCIENCE LONDON","0936-6555","1433-2981","ONCOLOGY","SCIE","4,695","2.5","Q3","0.58","23.53"%,
"EUROPEAN JOURNAL OF CANCER PREVENTION","EUR J CANCER PREV","LIPPINCOTT WILLIAMS & WILKINS","0959-8278","1473-5709","ONCOLOGY","SCIE","2,804","2.5","Q3","0.54","20.41"%,
"CURRENT CANCER DRUG TARGETS","CURR CANCER DRUG TAR","BENTHAM SCIENCE PUBL LTD","1568-0096","1873-5576","ONCOLOGY","SCIE","3,375","2.5","Q3","0.49","8.03"%,
"NEOPLASMA","NEOPLASMA","AEPRESS SRO","0028-2685","1338-4317","ONCOLOGY","SCIE","2,523","2.5","Q3","0.47","4.14"%,
"JAPANESE JOURNAL OF CLINICAL ONCOLOGY","JPN J CLIN ONCOL","OXFORD UNIV PRESS","0368-2811","1465-3621","ONCOLOGY","SCIE","5,584","2.5","Q3","0.43","24.95"%,
"Journal of Cancer Prevention","J CANCER PREV","KOREAN SOC CANCER PREVENTION","2288-3649","2288-3657","ONCOLOGY","ESCI","1,056","2.5","Q3","0.4","100"%,
"Cancer Reports","CANCER REP-US","WILEY","N/A","2573-8348","ONCOLOGY","ESCI","2,474","2.5","Q3","0.39","100"%,
"Clinical Genitourinary Cancer","CLIN GENITOURIN CANC","CIG MEDIA GROUP, LP","1558-7673","1938-0682","ONCOLOGY","SCIE","4,012","2.4","Q3","0.75","19.53"%,
"INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS","INT J BIFURCAT CHAOS","WORLD SCIENTIFIC PUBL CO PTE LTD","0218-1274","1793-6551","MULTIDISCIPLINARY SCIENCES","SCIE","8,267","2.4","Q2","0.74","1.55"%,
"PEDIATRIC BLOOD & CANCER","PEDIATR BLOOD CANCER","WILEY","1545-5009","1545-5017","ONCOLOGY","SCIE","16,888","2.4","Q3","0.66","36.12"%,
"Recent Patents on Anti-Cancer Drug Discovery","RECENT PAT ANTI-CANC","BENTHAM SCIENCE PUBL LTD","1574-8928","2212-3970","ONCOLOGY","SCIE","1,217","2.4","Q3","0.59","7.02"%,
"Breast Journal","BREAST J","WILEY","1075-122X","1524-4741","ONCOLOGY","SCIE","2,990","2.4","Q3","0.55","100"%,
"CURRENT PROBLEMS IN CANCER","CURR PROB CANCER","MOSBY-ELSEVIER","0147-0272","1535-6345","ONCOLOGY","SCIE","1,472","2.4","Q3","0.55","21.48"%,
"Data","DATA-BASEL","MDPI","N/A","2306-5729","MULTIDISCIPLINARY SCIENCES","ESCI","2,752","2.4","Q2","0.53","100"%,
"LEUKEMIA RESEARCH","LEUKEMIA RES","PERGAMON-ELSEVIER SCIENCE LTD","0145-2126","1873-5835","ONCOLOGY","SCIE","4,850","2.4","Q3","0.52","21.91"%,
"OncoTargets and Therapy","ONCOTARGETS THER","DOVE MEDICAL PRESS LTD","1178-6930","1178-6930","ONCOLOGY","SCIE","13,101","2.4","Q3","0.44","98.47"%,
"Radiation Oncology Journal","RADIAT ONCOL J","KOREAN SOC THERAPEUTIC RADIOLOGY & ONCOLOGY","2234-1900","2234-3156","ONCOLOGY","ESCI","945","2.4","Q3","0.42","96.77"%,
"CURRENT OPINION IN ONCOLOGY","CURR OPIN ONCOL","LIPPINCOTT WILLIAMS & WILKINS","1040-8746","1531-703X","ONCOLOGY","SCIE","2,892","2.4","Q3","0.34","12.6"%,
"Journal of Physics-Complexity","J PHYS-COMPLEXITY","IOP Publishing Ltd","N/A","2632-072X","MULTIDISCIPLINARY SCIENCES","ESCI","800","2.3","Q2","0.68","100"%,
"GENES CHROMOSOMES & CANCER","GENE CHROMOSOME CANC","WILEY","1045-2257","1098-2264","ONCOLOGY","SCIE","4,537","2.3","Q3","0.62","50.7"%,
"JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND","J ROY SOC NEW ZEAL","WILEY","0303-6758","1175-8899","MULTIDISCIPLINARY SCIENCES","SCIE","1,453","2.3","Q2","0.56","33.72"%,
"Breast Care","BREAST CARE","KARGER","1661-3791","1661-3805","ONCOLOGY","SCIE","1,634","2.3","Q3","0.55","21.17"%,
"Radiology and Oncology","RADIOL ONCOL","Paradigm Publishing Services-De Gruyter Brill Sp Zoo","1318-2099","1581-3207","ONCOLOGY","SCIE","1,612","2.3","Q3","0.52","100"%,
"INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS","INT J BIOL MARKER","SAGE PUBLICATIONS LTD","0393-6155","1724-6008","ONCOLOGY","SCIE","1,182","2.3","Q3","0.46","98.82"%,
"World Journal of Oncology","WORLD J ONCOL","ELMER PRESS INC","1920-4531","1920-454X","ONCOLOGY","ESCI","1,751","2.3","Q3","0.43","100"%,
"JOURNAL OF THE INDIAN INSTITUTE OF SCIENCE","J INDIAN I SCI","SPRINGER","0970-4140","0019-4964","MULTIDISCIPLINARY SCIENCES","SCIE","1,232","2.3","Q2","0.27","10.08"%,
"Symmetry-Basel","SYMMETRY-BASEL","MDPI","N/A","2073-8994","MULTIDISCIPLINARY SCIENCES","SCIE","28,764","2.2","Q2","0.76","99.93"%,
"Journal of Cancer Policy","J CANCER POLICY","ELSEVIER SCI LTD","N/A","2213-5383","ONCOLOGY","ESCI","837","2.2","Q3","0.61","37.67"%,
"CANCER CAUSES & CONTROL","CANCER CAUSE CONTROL","SPRINGER","0957-5243","1573-7225","ONCOLOGY","SCIE","7,445","2.2","Q3","0.57","36.73"%,
"Brain Tumor Pathology","BRAIN TUMOR PATHOL","SPRINGER JAPAN KK","1433-7398","1861-387X","ONCOLOGY","SCIE","725","2.2","Q3","0.56","32.26"%,
"Peer Community Journal","PEER COMMUNITY J","Peer Community In - PCI","N/A","2804-3871","MULTIDISCIPLINARY SCIENCES","ESCI","941","2.2","Q2","0.55","100"%,
"Breast Cancer-Basic and Clinical Research","BREAST CANCER-BASIC","SAGE PUBLICATIONS LTD","1178-2234","1178-2234","ONCOLOGY","ESCI","753","2.2","Q3","0.42","100"%,
"CANCER INVESTIGATION","CANCER INVEST","TAYLOR & FRANCIS INC","0735-7907","1532-4192","ONCOLOGY","SCIE","2,393","2.2","Q3","0.41","6.7"%,
"Journal of the Egyptian National Cancer Institute","J EGYPT NATL CANCER","SPRINGER","1110-0362","2589-0409","ONCOLOGY","ESCI","899","2.2","Q3","0.4","100"%,
"Journal of Gastrointestinal Cancer","J GASTROINTEST CANC","SPRINGER","1941-6628","1941-6636","ONCOLOGY","ESCI","2,348","2.2","Q3","0.38","20.69"%,
"Bladder Cancer","BLADDER CANCER","SAGE PUBLICATIONS INC","2352-3727","2352-3735","ONCOLOGY","SCIE","608","2.2","Q3","0.33","88.46"%,
"SCIENTIFIC AMERICAN","SCI AM","SPRINGER","0036-8733","1946-7087","MULTIDISCIPLINARY SCIENCES","SCIE","8,124","2.2","Q2","0.04","0"%,
"SURGICAL ONCOLOGY-OXFORD","SURG ONCOL","ELSEVIER SCI LTD","0960-7404","1879-3320","ONCOLOGY","SCIE","3,538","2.1","Q3","0.74","24.03"%,
"JOURNAL OF CHEMOTHERAPY","J CHEMOTHERAPY","TAYLOR & FRANCIS LTD","1120-009X","1973-9478","ONCOLOGY","SCIE","1,871","2.1","Q3","0.53","4.68"%,
"JOURNAL OF RADIATION RESEARCH","J RADIAT RES","OXFORD UNIV PRESS","0449-3060","1349-9157","ONCOLOGY","SCIE","3,539","2.1","Q3","0.53","100"%,
