"Journal Data Filtered By:  Selected Categories: ENGINEERING, BIOMEDICAL;MEDICAL LABORATORY TECHNOLOGY;RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;MEDICAL INFORMATICS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"Journal of the Mechanical Behavior of Biomedical Materials","J MECH BEHAV BIOMED","ELSEVIER","1751-6161","1878-0180","ENGINEERING, BIOMEDICAL","SCIE","23,127","4.1","Q2","0.68","32.75"%,
"ACM Transactions on Computing for Healthcare","ACM T COMPUT HEALTHC","ASSOC COMPUTING MACHINERY","2691-1957","2637-8051","MEDICAL INFORMATICS","ESCI","1,175","4","Q2","1.56","27.45"%,
"DENTOMAXILLOFACIAL RADIOLOGY","DENTOMAXILLOFAC RAD","OXFORD UNIV PRESS","0250-832X","1476-542X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","5,131","4","Q1","1.35","29.34"%,
"CANADIAN ASSOCIATION OF RADIOLOGISTS JOURNAL-JOURNAL DE L ASSOCIATION CANADIENNE DES RADIOLOGISTES","CAN ASSOC RADIOL J","SAGE PUBLICATIONS INC","0846-5371","1488-2361","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,067","4","Q1","1.26","72.2"%,
"HUMAN BRAIN MAPPING","HUM BRAIN MAPP","WILEY","1065-9471","1097-0193","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","30,018","4","Q1","1.08","100"%,
"Journal of Neural Engineering","J NEURAL ENG","IOP Publishing Ltd","1741-2560","1741-2552","ENGINEERING, BIOMEDICAL","SCIE","16,177","4","Q2","0.85","72.56"%,
"Frontiers in Radiology","FRONT RADIOL","FRONTIERS MEDIA SA","N/A","2673-8740","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","536","4","Q1","0.8","100"%,
"Regenerative Therapy","REGEN THER","ELSEVIER","2352-3204","2352-3204","ENGINEERING, BIOMEDICAL","SCIE","3,064","4","Q2","0.68","100"%,
"BMC MEDICAL IMAGING","BMC MED IMAGING","BMC","1471-2342","1471-2342","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","5,892","3.9","Q1","1.15","100"%,
"EUROPEAN JOURNAL OF RADIOLOGY","EUR J RADIOL","ELSEVIER IRELAND LTD","0720-048X","1872-7727","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","19,085","3.9","Q1","1.05","27.9"%,
"Practical Radiation Oncology","PRACT RADIAT ONCOL","ELSEVIER SCIENCE INC","1879-8500","1879-8500","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","3,748","3.9","Q1","1.04","7.65"%,
"Digital Health","DIGIT HEALTH","SAGE PUBLICATIONS LTD","2055-2076","2055-2076","MEDICAL INFORMATICS","SCIE","9,301","3.9","Q2","1.02","99.72"%,
"JMIR Human Factors","JMIR HUM FACTORS","JMIR PUBLICATIONS, INC","2292-9495","2292-9495","MEDICAL INFORMATICS","ESCI","3,291","3.9","Q2","0.91","99.67"%,
"IEEE Journal of Translational Engineering in Health and Medicine","IEEE J TRANSL ENG HE","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2168-2372","2168-2372","ENGINEERING, BIOMEDICAL","SCIE","1,897","3.9","Q2","0.86","100"%,
"Biomedical Materials","BIOMED MATER","IOP Publishing Ltd","1748-6041","1748-605X","ENGINEERING, BIOMEDICAL","SCIE","7,354","3.9","Q2","0.65","53.26"%,
"IEEE Transactions on Radiation and Plasma Medical Sciences","IEEE T RADIAT PLASMA","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2469-7311","2469-7303","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","2,305","3.8","Q1","1.25","12.92"%,
"Internet Interventions-The Application of Information Technology in Mental and Behavioural Health","INTERNET INTERV","ELSEVIER","N/A","2214-7829","MEDICAL INFORMATICS","SCIE","3,562","3.8","Q3","1.07","100"%,
"SEMINARS IN DIAGNOSTIC PATHOLOGY","SEMIN DIAGN PATHOL","W B SAUNDERS CO-ELSEVIER INC","0740-2570","1930-1111","MEDICAL LABORATORY TECHNOLOGY","SCIE","2,027","3.8","Q2","1","14.07"%,
"Current Opinion in Biomedical Engineering","CURR OPIN BIOMED ENG","ELSEVIER","2468-4511","2468-4511","ENGINEERING, BIOMEDICAL","SCIE","2,144","3.8","Q2","0.75","29.11"%,
"JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A","J BIOMED MATER RES A","WILEY","1549-3296","1552-4965","ENGINEERING, BIOMEDICAL","SCIE","15,655","3.8","Q2","0.65","37.73"%,
"Journal of Mass Spectrometry and Advances in the Clinical Lab","J MASS SPECTROM ADV","Stanford Univ Press","2667-1468","2667-145X","MEDICAL LABORATORY TECHNOLOGY","SCIE","445","3.7","Q2","1.44","100"%,
"EJNMMI Radiopharmacy and Chemistry","EJNMMI RADIOPHARM CH","SPRINGERNATURE","N/A","2365-421X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,303","3.7","Q1","0.85","100"%,
"Ultrasound Journal","ULTRASOUND J","MATTIOLI 1885","N/A","2524-8987","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,116","3.6","Q1","1.05","100"%,
"Radiation Oncology","RADIAT ONCOL","BMC","N/A","1748-717X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","9,665","3.6","Q1","0.85","100"%,
"Clinical and Translational Radiation Oncology","CLIN TRANSL RAD ONCO","ELSEVIER IRELAND LTD","N/A","2405-6308","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","3,055","3.6","Q1","0.83","99.79"%,
"EUROPEAN CELLS & MATERIALS","EUR CELLS MATER","FORUM MULTIMEDIA PUBLISHING LLC","1473-2262","1473-2262","ENGINEERING, BIOMEDICAL","SCIE","2,706","3.6","Q2","0.82","100"%,
"Precision Radiation Oncology","PRECIS RADIAT ONCOL","WILEY","2398-7324","2398-7324","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","450","3.6","Q1","0.78","100"%,
"BioMedInformatics","BIOMEDINFORMATICS","MDPI","N/A","2673-7426","MEDICAL INFORMATICS","ESCI","934","3.6","Q3","0.66","100"%,
"AMERICAN JOURNAL OF NEURORADIOLOGY","AM J NEURORADIOL","AMER SOC NEURORADIOLOGY","0195-6108","1936-959X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","24,365","3.5","Q2","1.05","97.59"%,
"EJNMMI Physics","EJNMMI PHYS","SPRINGER","2197-7364","2197-7364","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,231","3.5","Q2","1.05","100"%,
"Wearable Technologies","WEAR TECHNOL","CAMBRIDGE UNIV PRESS","N/A","2631-7176","ENGINEERING, BIOMEDICAL","ESCI","598","3.5","Q2","0.87","100"%,
"European Journal of Radiology Open","EUR J RADIOL OPEN","ELSEVIER","N/A","2352-0477","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,372","3.5","Q2","0.82","100"%,
"BJR Open","BJR OPEN","BRITISH INST RADIOLOGY","N/A","2513-9878","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","674","3.5","Q2","0.66","100"%,
"JOURNAL OF BIOMATERIALS SCIENCE-POLYMER EDITION","J BIOMAT SCI-POLYM E","TAYLOR & FRANCIS LTD","0920-5063","1568-5624","ENGINEERING, BIOMEDICAL","SCIE","5,789","3.5","Q2","0.63","2.07"%,
"Cellular and Molecular Bioengineering","CELL MOL BIOENG","SPRINGER","1865-5025","1865-5033","ENGINEERING, BIOMEDICAL","SCIE","1,495","3.5","Q2","0.46","41.82"%,
"Magnetic Resonance in Medical Sciences","MAGN RESON MED SCI","JPN SOC MAGNETIC RESONANCE MEDICINE","1347-3182","1880-2206","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,608","3.4","Q2","0.94","99.51"%,
"CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY","CARDIOVASC INTER RAD","SPRINGER","0174-1551","1432-086X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","7,564","3.4","Q2","0.81","36.82"%,
"BRITISH JOURNAL OF RADIOLOGY","BRIT J RADIOL","OXFORD UNIV PRESS","0007-1285","1748-880X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","15,136","3.4","Q2","0.8","38.93"%,
"Smart Health","SMART HEALTH","ELSEVIER","2352-6483","2352-6491","MEDICAL INFORMATICS","ESCI","959","3.4","Q3","0.53","28.85"%,
"Biomedical Engineering Letters","BIOMED ENG LETT","SPRINGERNATURE","2093-9868","2093-985X","ENGINEERING, BIOMEDICAL","SCIE","1,987","3.4","Q2","0.45","20"%,
"ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE","ARCH PATHOL LAB MED","COLL AMER PATHOLOGISTS","0003-9985","1543-2165","MEDICAL LABORATORY TECHNOLOGY","SCIE","11,136","3.3","Q2","1.26","94.43"%,
"JOURNAL OF NEURORADIOLOGY","J NEURORADIOLOGY","MASSON EDITEUR","0150-9861","1773-0406","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,687","3.3","Q2","1.02","20.81"%,
"JOURNAL OF BIOMEDICAL OPTICS","J BIOMED OPT","SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS","1083-3668","1560-2281","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","14,110","3.3","Q2","0.88","100"%,
"mHealth","MHEALTH","AME PUBLISHING COMPANY","N/A","2306-9740","MEDICAL INFORMATICS","ESCI","1,195","3.3","Q3","0.6","100"%,
"MAGNETIC RESONANCE IN MEDICINE","MAGN RESON MED","WILEY","0740-3194","1522-2594","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","31,452","3.2","Q2","0.96","66.07"%,
"MEDICAL PHYSICS","MED PHYS","WILEY","0094-2405","2473-4209","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","33,984","3.2","Q2","0.96","36.22"%,
"Biomedical Optics Express","BIOMED OPT EXPRESS","Optica Publishing Group","2156-7085","2156-7085","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","16,194","3.2","Q2","0.94","99.52"%,
"Physics & Imaging in Radiation Oncology","PHYS IMAG RADIAT ONC","ELSEVIER","N/A","2405-6316","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","2,153","3.2","Q2","0.84","100"%,
"Clinical Neuroradiology","CLIN NEURORADIOL","SPRINGER HEIDELBERG","1869-1439","1869-1447","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,209","3.2","Q2","0.8","51.48"%,
"ULTRASCHALL IN DER MEDIZIN","ULTRASCHALL MED","GEORG THIEME VERLAG KG","0172-4614","1438-8782","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,577","3.2","Q2","0.74","17.05"%,
"BMC Digital Health","BMC DIGIT HEALTH","SPRINGERNATURE","N/A","2731-684X","MEDICAL INFORMATICS","ESCI","456","3.2","Q3","0.67","100"%,
"Healthcare Informatics Research","HEALTHC INFORM RES","KOREAN SOC MEDICAL INFORMATICS","2093-3681","2093-369X","MEDICAL INFORMATICS","ESCI","1,485","3.2","Q3","0.44","98.28"%,
"Journal of Imaging Informatics in Medicine","J IMAGING INFORM MED","SPRINGER","2948-2925","2948-2933","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,673","3.1","Q2","1.04","27.88"%,
"NUCLEAR MEDICINE AND BIOLOGY","NUCL MED BIOL","ELSEVIER SCIENCE INC","0969-8051","1872-9614","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","3,473","3.1","Q2","0.96","32.34"%,
"Ultrasound International Open","ULTRASOUND INT OPEN","GEORG THIEME VERLAG KG","2509-596X","2199-7152","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","329","3.1","Q2","0.92","100"%,
"3D Printing in Medicine","3D PRINT MED","SPRINGERNATURE","N/A","2365-6271","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","896","3.1","Q2","0.87","100"%,
"PHYSICS IN MEDICINE AND BIOLOGY","PHYS MED BIOL","IOP Publishing Ltd","0031-9155","1361-6560","ENGINEERING, BIOMEDICAL","SCIE","31,197","3.1","Q2","0.81","70.99"%,
"PHYSICS IN MEDICINE AND BIOLOGY","PHYS MED BIOL","IOP Publishing Ltd","0031-9155","1361-6560","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","31,197","3.1","Q2","0.81","70.99"%,
"PET Clinics","PET CLIN","ELSEVIER INC","1556-8598","1559-7814","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,129","3.1","Q2","0.78","0"%,
"MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE","MAGN RESON MATER PHY","SPRINGER","1352-8661","1352-8661","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,139","3.1","Q2","0.76","61.84"%,
"JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY","J VASC INTERV RADIOL","ELSEVIER SCIENCE INC","1051-0443","1535-7732","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","10,384","3.1","Q2","0.71","10"%,
"IEEE Open Journal of Engineering in Medicine and Biology","IEEE OPEN J ENG MED","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","N/A","2644-1276","ENGINEERING, BIOMEDICAL","ESCI","837","3.1","Q2","0.64","100"%,
"MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING","MED BIOL ENG COMPUT","SPRINGER HEIDELBERG","0140-0118","1741-0444","ENGINEERING, BIOMEDICAL","SCIE","8,381","3.1","Q2","0.62","16.33"%,
"MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING","MED BIOL ENG COMPUT","SPRINGER HEIDELBERG","0140-0118","1741-0444","MEDICAL INFORMATICS","SCIE","8,381","3.1","Q3","0.62","16.33"%,
"Mechanobiology in Medicine","MECHANOBIOL MED","ELSEVIER","N/A","2949-9070","ENGINEERING, BIOMEDICAL","ESCI","226","3.1","Q2","0.36","100"%,
"Regenerative Engineering and Translational Medicine","REGEN ENG TRANSL MED","SPRINGER HEIDELBERG","2364-4133","2364-4141","ENGINEERING, BIOMEDICAL","ESCI","997","3.1","Q2","0.33","13.72"%,
"JOURNAL OF NUCLEAR CARDIOLOGY","J NUCL CARDIOL","ELSEVIER SCIENCE INC","1071-3581","1532-6551","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,305","3","Q2","1.56","29.11"%,
"Biomechanics and Modeling in Mechanobiology","BIOMECH MODEL MECHAN","SPRINGER HEIDELBERG","1617-7959","1617-7940","ENGINEERING, BIOMEDICAL","SCIE","5,226","3","Q3","0.68","49.86"%,
"INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE","INT J TECHNOL ASSESS","CAMBRIDGE UNIV PRESS","0266-4623","1471-6348","MEDICAL INFORMATICS","SCIE","3,037","3","Q3","0.64","90.27"%,
"JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B-APPLIED BIOMATERIALS","J BIOMED MATER RES B","WILEY","1552-4973","1552-4981","ENGINEERING, BIOMEDICAL","SCIE","10,477","3","Q3","0.51","29.57"%,
"Regenerative Medicine","REGEN MED","TAYLOR & FRANCIS LTD","1746-0751","1746-076X","ENGINEERING, BIOMEDICAL","SCIE","2,210","3","Q3","0.43","16.79"%,
"Journal of Medical Artificial Intelligence","J MED ARTIF INTELL","AME PUBLISHING COMPANY","N/A","2617-2496","MEDICAL INFORMATICS","ESCI","350","3","Q3","0.35","100"%,
"CYTOMETRY PART B-CLINICAL CYTOMETRY","CYTOM PART B-CLIN CY","WILEY","1552-4949","1552-4957","MEDICAL LABORATORY TECHNOLOGY","SCIE","1,928","2.9","Q2","1.12","47.96"%,
"Advances in Radiation Oncology","ADV RADIAT ONCOL","ELSEVIER INC","N/A","2452-1094","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","3,336","2.9","Q2","0.71","100"%,
"JOURNAL OF BIOMECHANICS","J BIOMECH","ELSEVIER SCI LTD","0021-9290","1873-2380","ENGINEERING, BIOMEDICAL","SCIE","34,129","2.9","Q3","0.62","37.85"%,
"Journal of Applied Biomaterials & Functional Materials","J APPL BIOMATER FUNC","SAGE PUBLICATIONS LTD","N/A","2280-8000","ENGINEERING, BIOMEDICAL","SCIE","1,437","2.9","Q3","0.61","100"%,
"Biomedical Engineering and Computational Biology","BIOMED ENG COMPUT BI","SAGE PUBLICATIONS LTD","1179-5972","1179-5972","ENGINEERING, BIOMEDICAL","ESCI","156","2.9","Q3","0.32","100"%,
"NMR IN BIOMEDICINE","NMR BIOMED","WILEY","0952-3480","1099-1492","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","8,553","2.8","Q2","0.81","57.48"%,
"International Journal of Computer Assisted Radiology and Surgery","INT J COMPUT ASS RAD","SPRINGER HEIDELBERG","1861-6410","1861-6429","ENGINEERING, BIOMEDICAL","SCIE","6,638","2.8","Q3","0.8","48.39"%,
"International Journal of Computer Assisted Radiology and Surgery","INT J COMPUT ASS RAD","SPRINGER HEIDELBERG","1861-6410","1861-6429","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","6,638","2.8","Q2","0.8","48.39"%,
"Quantitative Imaging in Medicine and Surgery","QUANT IMAG MED SURG","AME PUBLISHING COMPANY","2223-4292","2223-4306","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","8,895","2.8","Q2","0.78","99.91"%,
"ULTRASOUND IN MEDICINE AND BIOLOGY","ULTRASOUND MED BIOL","ELSEVIER SCIENCE INC","0301-5629","1879-291X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","12,535","2.8","Q2","0.77","23.08"%,
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","TAYLOR & FRANCIS LTD","0265-6736","1464-5157","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","6,822","2.8","Q2","0.75","100"%,
"NEURORADIOLOGY","NEURORADIOLOGY","SPRINGER","0028-3940","1432-1920","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","7,161","2.8","Q2","0.72","30.56"%,
"Dose-Response","DOSE-RESPONSE","SAGE PUBLICATIONS INC","1559-3258","1559-3258","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,795","2.8","Q2","0.69","100"%,
"STRAHLENTHERAPIE UND ONKOLOGIE","STRAHLENTHER ONKOL","SPRINGER HEIDELBERG","0179-7158","1439-099X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","3,656","2.8","Q2","0.65","65.03"%,
"Tissue Engineering Part A","TISSUE ENG PT A","SAGE PUBLICATIONS INC","1937-3341","1937-335X","ENGINEERING, BIOMEDICAL","SCIE","7,051","2.8","Q3","0.52","7.41"%,
"Expert Review of Medical Devices","EXPERT REV MED DEVIC","TAYLOR & FRANCIS LTD","1743-4440","1745-2422","ENGINEERING, BIOMEDICAL","SCIE","3,781","2.8","Q3","0.34","7.29"%,
"EJNMMI Research","EJNMMI RES","SPRINGER","2191-219X","2191-219X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","3,189","2.7","Q2","0.88","100"%,
"Physica Medica-European Journal of Medical Physics","PHYS MEDICA","ELSEVIER SCI LTD","1120-1797","1724-191X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","6,985","2.7","Q2","0.79","34.89"%,
"Radiography","RADIOGRAPHY","ELSEVIER SCI LTD","1078-8174","1532-2831","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","3,868","2.7","Q2","0.78","51.1"%,
"LASERS IN MEDICAL SCIENCE","LASER MED SCI","SPRINGER LONDON LTD","0268-8921","1435-604X","ENGINEERING, BIOMEDICAL","SCIE","8,922","2.7","Q3","0.77","21.19"%,
"Diagnostic and Interventional Radiology","DIAGN INTERV RADIOL","TURKISH SOC RADIOLOGY","1305-3612","1305-3612","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,501","2.7","Q2","0.68","99.56"%,
"Applied Clinical Informatics","APPL CLIN INFORM","GEORG THIEME VERLAG KG","1869-0327","1869-0327","MEDICAL INFORMATICS","SCIE","2,968","2.7","Q3","0.55","22.3"%,
"Current Radiopharmaceuticals","CURR RADIOPHARM","KEAI PUBLISHING LTD","1874-4710","1874-4729","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","781","2.6","Q2","0.59","9.71"%,
"Brain-Computer Interfaces","BRAIN-COMPUT INTERFA","TAYLOR & FRANCIS LTD","2326-263X","2326-2621","ENGINEERING, BIOMEDICAL","ESCI","397","2.6","Q3","0.51","35.29"%,
"Health and Technology","HEALTH TECHNOL-GER","SPRINGER HEIDELBERG","2190-7188","2190-7196","MEDICAL INFORMATICS","ESCI","2,097","2.6","Q3","0.51","32.36"%,
"JOURNAL OF CLINICAL LABORATORY ANALYSIS","J CLIN LAB ANAL","WILEY","0887-8013","1098-2825","MEDICAL LABORATORY TECHNOLOGY","SCIE","8,171","2.5","Q2","1.22","100"%,
"PEDIATRIC RADIOLOGY","PEDIATR RADIOL","SPRINGER","0301-0449","1432-1998","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","8,359","2.5","Q2","0.84","27.25"%,
"SKELETAL RADIOLOGY","SKELETAL RADIOL","SPRINGER","0364-2348","1432-2161","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","7,913","2.5","Q2","0.76","25.22"%,
"MOLECULAR IMAGING AND BIOLOGY","MOL IMAGING BIOL","SPRINGER","1536-1632","1860-2002","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","3,108","2.5","Q2","0.74","43.58"%,
"Journal of Applied Clinical Medical Physics","J APPL CLIN MED PHYS","WILEY","1526-9914","1526-9914","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","7,391","2.5","Q2","0.7","100"%,
"SEMINARS IN ULTRASOUND CT AND MRI","SEMIN ULTRASOUND CT","W B SAUNDERS CO-ELSEVIER INC","0887-2171","1558-5034","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,527","2.5","Q2","0.7","10.83"%,
"PHYSIOLOGICAL MEASUREMENT","PHYSIOL MEAS","IOP Publishing Ltd","0967-3334","1361-6579","ENGINEERING, BIOMEDICAL","SCIE","7,224","2.5","Q3","0.68","73.32"%,
"Tomography","TOMOGRAPHY","MDPI","2379-1381","2379-139X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,096","2.5","Q2","0.68","99.78"%,
"JOURNAL OF NEUROIMAGING","J NEUROIMAGING","WILEY","1051-2284","1552-6569","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","3,235","2.5","Q2","0.67","43.54"%,
"Frontiers in Nuclear Medicine","FRONT NUCL MED","FRONTIERS MEDIA SA","N/A","2673-8880","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","320","2.5","Q2","0.47","100"%,
"RADIATION RESEARCH","RADIAT RES","RADIATION RESEARCH SOC","0033-7587","1938-5404","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","8,203","2.4","Q2","0.73","0"%,
"ANNALS OF NUCLEAR MEDICINE","ANN NUCL MED","SPRINGER","0914-7187","1864-6433","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,787","2.4","Q2","0.7","28.48"%,
"JMIR Formative Research","JMIR FORM RES","JMIR PUBLICATIONS, INC","N/A","2561-326X","MEDICAL INFORMATICS","ESCI","8,816","2.4","Q3","0.67","98.91"%,
"STATISTICAL METHODS IN MEDICAL RESEARCH","STAT METHODS MED RES","SAGE PUBLICATIONS LTD","0962-2802","1477-0334","MEDICAL INFORMATICS","SCIE","9,631","2.4","Q3","0.64","35.86"%,
"Ultrasonography","ULTRASONOGRAPHY","KOREAN SOC ULTRASOUND MEDICINE","2288-5919","2288-5943","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,480","2.4","Q2","0.64","96"%,
"METHODS OF INFORMATION IN MEDICINE","METHOD INFORM MED","GEORG THIEME VERLAG KG","0026-1270","2511-705X","MEDICAL INFORMATICS","SCIE","1,493","2.4","Q3","0.6","69.57"%,
"Physical and Engineering Sciences in Medicine","PHYS ENG SCI MED","SPRINGER","2662-4729","2662-4737","ENGINEERING, BIOMEDICAL","SCIE","1,714","2.4","Q3","0.55","28.38"%,
"Physical and Engineering Sciences in Medicine","PHYS ENG SCI MED","SPRINGER","2662-4729","2662-4737","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,714","2.4","Q2","0.55","28.38"%,
"RADIATION AND ENVIRONMENTAL BIOPHYSICS","RADIAT ENVIRON BIOPH","SPRINGER","0301-634X","1432-2099","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,734","2.4","Q2","0.54","38.96"%,
"iRADIOLOGY","IRADIOLOGY","WILEY","2834-2860","2834-2879","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","206","2.4","Q2","0.5","100"%,
"Healthcare Technology Letters","HEALTHC TECHNOL LETT","WILEY","N/A","2053-3713","ENGINEERING, BIOMEDICAL","ESCI","804","2.4","Q3","0.49","100"%,
"Cardiovascular Engineering and Technology","CARDIOVASC ENG TECHN","SPRINGER","1869-408X","1869-4098","ENGINEERING, BIOMEDICAL","SCIE","1,330","2.4","Q3","0.47","35.06"%,
"MEDICAL ENGINEERING & PHYSICS","MED ENG PHYS","IOP Publishing Ltd","1350-4533","1873-4030","ENGINEERING, BIOMEDICAL","SCIE","7,446","2.4","Q3","0.42","21.78"%,
"JOURNAL OF BIOMATERIALS APPLICATIONS","J BIOMATER APPL","SAGE PUBLICATIONS LTD","0885-3282","1530-8022","ENGINEERING, BIOMEDICAL","SCIE","3,666","2.4","Q3","0.41","7.28"%,
"CLINICAL BIOCHEMISTRY","CLIN BIOCHEM","PERGAMON-ELSEVIER SCIENCE LTD","0009-9120","1873-2933","MEDICAL LABORATORY TECHNOLOGY","SCIE","9,154","2.3","Q2","1.01","26.79"%,
"Journal of Applied Laboratory Medicine","J APPL LAB MED","OXFORD UNIV PRESS INC","2576-9456","2475-7241","MEDICAL LABORATORY TECHNOLOGY","ESCI","1,892","2.3","Q2","0.8","25.37"%,
"Abdominal Radiology","ABDOM RADIOL","SPRINGER","2366-004X","2366-0058","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","8,924","2.3","Q2","0.64","16.61"%,
