"Journal Data Filtered By:  Selected Categories: CLINICAL NEUROLOGY;NEUROIMAGING;NEUROSCIENCES Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"ACS Chemical Neuroscience","ACS CHEM NEUROSCI","AMER CHEMICAL SOC","1948-7193","1948-7193","NEUROSCIENCES","SCIE","14,448","4.5","Q2","0.94","29.46"%,
"NEUROCHEMICAL RESEARCH","NEUROCHEM RES","SPRINGER/PLENUM PUBLISHERS","0364-3190","1573-6903","NEUROSCIENCES","SCIE","14,927","4.5","Q2","0.84","21.6"%,
"Journal of NeuroInterventional Surgery","J NEUROINTERV SURG","BMJ PUBLISHING GROUP","1759-8478","1759-8486","NEUROIMAGING","SCIE","11,341","4.4","Q1","1.56","14.76"%,
"Current Opinion in Behavioral Sciences","CURR OPIN BEHAV SCI","ELSEVIER","2352-1546","2352-1554","NEUROSCIENCES","SCIE","7,949","4.4","Q2","1.16","56.49"%,
"JOURNAL OF PAIN","J PAIN","CHURCHILL LIVINGSTONE","1526-5900","1528-8447","CLINICAL NEUROLOGY","SCIE","15,525","4.4","Q1","1.14","24.86"%,
"JOURNAL OF PAIN","J PAIN","CHURCHILL LIVINGSTONE","1526-5900","1528-8447","NEUROSCIENCES","SCIE","15,525","4.4","Q2","1.14","24.86"%,
"Pain and Therapy","PAIN THER","SPRINGER INT PUBL AG","2193-8237","2193-651X","CLINICAL NEUROLOGY","SCIE","3,045","4.4","Q1","0.97","100"%,
"JOURNAL OF NEURAL TRANSMISSION","J NEURAL TRANSM","SPRINGER WIEN","0300-9564","1435-1463","CLINICAL NEUROLOGY","SCIE","9,369","4.4","Q1","0.86","46.68"%,
"JOURNAL OF NEURAL TRANSMISSION","J NEURAL TRANSM","SPRINGER WIEN","0300-9564","1435-1463","NEUROSCIENCES","SCIE","9,369","4.4","Q2","0.86","46.68"%,
"Frontiers in Cellular Neuroscience","FRONT CELL NEUROSCI","FRONTIERS MEDIA SA","N/A","1662-5102","NEUROSCIENCES","SCIE","25,962","4.4","Q2","0.82","99.9"%,
"ASN Neuro","ASN NEURO","TAYLOR & FRANCIS LTD","1759-0914","1759-0914","NEUROSCIENCES","SCIE","1,475","4.4","Q2","0.8","100"%,
"Frontiers in Molecular Neuroscience","FRONT MOL NEUROSCI","FRONTIERS MEDIA SA","1662-5099","1662-5099","NEUROSCIENCES","SCIE","17,894","4.4","Q2","0.79","100"%,
"npj Science of Learning","NPJ SCI LEARN","NATURE PORTFOLIO","N/A","2056-7936","NEUROSCIENCES","SCIE","1,727","4.3","Q2","1.23","100"%,
"JOURNAL OF NEUROSCIENCE","J NEUROSCI","SOC NEUROSCIENCE","0270-6474","1529-2401","NEUROSCIENCES","SCIE","140,425","4.3","Q2","1.12","18.84"%,
"EUROPEAN JOURNAL OF NEUROLOGY","EUR J NEUROL","WILEY","1351-5101","1468-1331","CLINICAL NEUROLOGY","SCIE","18,833","4.3","Q1","1.1","84.23"%,
"EUROPEAN JOURNAL OF NEUROLOGY","EUR J NEUROL","WILEY","1351-5101","1468-1331","NEUROSCIENCES","SCIE","18,833","4.3","Q2","1.1","84.23"%,
"Pain Reports","PAIN REP","LIPPINCOTT WILLIAMS & WILKINS","N/A","2471-2531","CLINICAL NEUROLOGY","ESCI","2,727","4.3","Q1","1.07","100"%,
"Pain Reports","PAIN REP","LIPPINCOTT WILLIAMS & WILKINS","N/A","2471-2531","NEUROSCIENCES","ESCI","2,727","4.3","Q2","1.07","100"%,
"PARKINSONISM & RELATED DISORDERS","PARKINSONISM RELAT D","ELSEVIER SCI LTD","1353-8020","1873-5126","CLINICAL NEUROLOGY","SCIE","15,104","4.3","Q1","1.03","21.57"%,
"Expert Review of Neurotherapeutics","EXPERT REV NEUROTHER","TAYLOR & FRANCIS LTD","1473-7175","1744-8360","CLINICAL NEUROLOGY","SCIE","6,194","4.3","Q1","0.68","7.36"%,
"AIMS Neuroscience","AIMS NEUROSCI","AMER INST MATHEMATICAL SCIENCES-AIMS","2373-8006","2373-7972","NEUROSCIENCES","ESCI","844","4.3","Q2","0.51","100"%,
"PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","PROG NEURO-PSYCHOPH","PERGAMON-ELSEVIER SCIENCE LTD","0278-5846","1878-4216","CLINICAL NEUROLOGY","SCIE","15,762","4.2","Q1","1.11","26.79"%,
"PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","PROG NEURO-PSYCHOPH","PERGAMON-ELSEVIER SCIENCE LTD","0278-5846","1878-4216","NEUROSCIENCES","SCIE","15,762","4.2","Q2","1.11","26.79"%,
"NeuroImage-Clinical","NEUROIMAGE-CLIN","ELSEVIER SCI LTD","2213-1582","2213-1582","NEUROIMAGING","SCIE","16,320","4.2","Q1","1.07","99.83"%,
"Neurobiology of Stress","NEUROBIOL STRESS","ELSEVIER SCIENCE INC","2352-2895","2352-2895","NEUROSCIENCES","SCIE","3,705","4.2","Q2","1.05","99.53"%,
"Translational Stroke Research","TRANSL STROKE RES","SPRINGER","1868-4483","1868-601X","CLINICAL NEUROLOGY","SCIE","4,832","4.2","Q1","1.01","32.94"%,
"Translational Stroke Research","TRANSL STROKE RES","SPRINGER","1868-4483","1868-601X","NEUROSCIENCES","SCIE","4,832","4.2","Q2","1.01","32.94"%,
"Korean Journal of Pain","KOREAN J PAIN","KOREAN PAIN SOC","2005-9159","2093-0569","CLINICAL NEUROLOGY","SCIE","1,467","4.2","Q1","0.99","100"%,
"Neurocritical Care","NEUROCRIT CARE","HUMANA PRESS INC","1541-6933","1556-0961","CLINICAL NEUROLOGY","SCIE","7,605","4.2","Q1","0.94","29.56"%,
"SLEEP MEDICINE","SLEEP MED","ELSEVIER","1389-9457","1878-5506","CLINICAL NEUROLOGY","SCIE","21,113","4.1","Q1","1.12","30.82"%,
"Multiple Sclerosis Journal","MULT SCLER J","SAGE PUBLICATIONS LTD","1352-4585","1477-0970","CLINICAL NEUROLOGY","SCIE","13,601","4.1","Q1","1.04","35.48"%,
"Multiple Sclerosis Journal","MULT SCLER J","SAGE PUBLICATIONS LTD","1352-4585","1477-0970","NEUROSCIENCES","SCIE","13,601","4.1","Q2","1.04","35.48"%,
"NEUROSCIENTIST","NEUROSCIENTIST","SAGE PUBLICATIONS INC","1073-8584","1089-4098","CLINICAL NEUROLOGY","SCIE","5,962","4.1","Q1","0.7","33.77"%,
"NEUROSCIENTIST","NEUROSCIENTIST","SAGE PUBLICATIONS INC","1073-8584","1089-4098","NEUROSCIENCES","SCIE","5,962","4.1","Q2","0.7","33.77"%,
"Neuroprotection","NEUROPROTECTION-PRC","WILEY","2770-7296","2770-730X","NEUROSCIENCES","ESCI","183","4.1","Q2","0.63","100"%,
"NEUROREHABILITATION AND NEURAL REPAIR","NEUROREHAB NEURAL RE","SAGE PUBLICATIONS INC","1545-9683","1552-6844","CLINICAL NEUROLOGY","SCIE","7,792","4","Q1","1.43","32.76"%,
"Biological Psychiatry: Global Open Science","BIOL PSYCHIAT-GLOB O","ELSEVIER","2667-1743","2667-1743","NEUROSCIENCES","ESCI","1,447","4","Q2","1.1","100"%,
"HUMAN BRAIN MAPPING","HUM BRAIN MAPP","WILEY","1065-9471","1097-0193","NEUROIMAGING","SCIE","30,018","4","Q2","1.08","100"%,
"HUMAN BRAIN MAPPING","HUM BRAIN MAPP","WILEY","1065-9471","1097-0193","NEUROSCIENCES","SCIE","30,018","4","Q2","1.08","100"%,
"JOURNAL OF PAIN AND SYMPTOM MANAGEMENT","J PAIN SYMPTOM MANAG","ELSEVIER SCIENCE INC","0885-3924","1873-6513","CLINICAL NEUROLOGY","SCIE","16,803","4","Q1","1.03","19.51"%,
"Therapeutic Advances in Neurological Disorders","THER ADV NEUROL DISO","SAGE PUBLICATIONS LTD","1756-2856","1756-2864","CLINICAL NEUROLOGY","SCIE","3,490","4","Q1","1.03","100"%,
"Neurological Research and Practice","NEUROL RES PRACT","SPRINGERNATURE","N/A","2524-3489","CLINICAL NEUROLOGY","ESCI","1,493","4","Q1","0.94","100"%,
"NEUROBIOLOGY OF AGING","NEUROBIOL AGING","ELSEVIER SCIENCE INC","0197-4580","1558-1497","NEUROSCIENCES","SCIE","23,314","4","Q2","0.93","47.72"%,
"BEHAVIOURAL NEUROLOGY","BEHAV NEUROL","WILEY","0953-4180","1875-8584","CLINICAL NEUROLOGY","SCIE","2,361","4","Q1","0.85","100"%,
"Journal of Neural Engineering","J NEURAL ENG","IOP Publishing Ltd","1741-2560","1741-2552","NEUROSCIENCES","SCIE","16,177","4","Q2","0.85","72.56"%,
"Frontiers in Neuroscience","FRONT NEUROSCI-SWITZ","FRONTIERS MEDIA SA","N/A","1662-453X","NEUROSCIENCES","SCIE","63,123","4","Q2","0.77","99.98"%,
"Journal of Movement Disorders","J MOV DISORD","KOREAN MOVEMENT DISORDERS SOC","2005-940X","2093-4939","CLINICAL NEUROLOGY","SCIE","1,150","4","Q1","0.72","100"%,
"Neurodegenerative Diseases","NEURODEGENER DIS","KARGER","1660-2854","1660-2862","CLINICAL NEUROLOGY","SCIE","1,459","4","Q1","0.58","52"%,
"Neurodegenerative Diseases","NEURODEGENER DIS","KARGER","1660-2854","1660-2862","NEUROSCIENCES","SCIE","1,459","4","Q2","0.58","52"%,
"JOURNAL OF NEUROSURGERY-SPINE","J NEUROSURG-SPINE","AMER ASSOC NEUROLOGICAL SURGEONS","1547-5654","1547-5646","CLINICAL NEUROLOGY","SCIE","11,194","3.9","Q2","1.33","0.98"%,
"HEADACHE","HEADACHE","WILEY","0017-8748","1526-4610","CLINICAL NEUROLOGY","SCIE","10,582","3.9","Q2","1.15","47.1"%,
"Annals of Clinical and Translational Neurology","ANN CLIN TRANSL NEUR","WILEY","2328-9503","2328-9503","CLINICAL NEUROLOGY","SCIE","8,679","3.9","Q2","1.1","100"%,
"Annals of Clinical and Translational Neurology","ANN CLIN TRANSL NEUR","WILEY","2328-9503","2328-9503","NEUROSCIENCES","SCIE","8,679","3.9","Q2","1.1","100"%,
"EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE","EUR ARCH PSY CLIN N","SPRINGER HEIDELBERG","0940-1334","1433-8491","CLINICAL NEUROLOGY","SCIE","7,120","3.9","Q2","1.05","47.28"%,
"BIPOLAR DISORDERS","BIPOLAR DISORD","WILEY","1398-5647","1399-5618","CLINICAL NEUROLOGY","SCIE","5,403","3.9","Q2","0.85","59.26"%,
"BIPOLAR DISORDERS","BIPOLAR DISORD","WILEY","1398-5647","1399-5618","NEUROSCIENCES","SCIE","5,403","3.9","Q2","0.85","59.26"%,
"NEUROTOXICITY RESEARCH","NEUROTOX RES","SPRINGER","1029-8428","1476-3524","NEUROSCIENCES","SCIE","4,935","3.9","Q2","0.82","14.71"%,
"JOURNAL OF NEUROSURGERY","J NEUROSURG","AMER ASSOC NEUROLOGICAL SURGEONS","0022-3085","1933-0693","CLINICAL NEUROLOGY","SCIE","35,433","3.8","Q2","1.54","0.38"%,
"NEUROSURGERY","NEUROSURGERY","LIPPINCOTT WILLIAMS & WILKINS","0148-396X","1524-4040","CLINICAL NEUROLOGY","SCIE","28,090","3.8","Q2","1.43","10.06"%,
"EUROPEAN JOURNAL OF PAIN","EUR J PAIN","WILEY","1090-3801","1532-2149","CLINICAL NEUROLOGY","SCIE","10,263","3.8","Q2","1.04","67.28"%,
"EUROPEAN JOURNAL OF PAIN","EUR J PAIN","WILEY","1090-3801","1532-2149","NEUROSCIENCES","SCIE","10,263","3.8","Q2","1.04","67.28"%,
"NEUROTOXICOLOGY","NEUROTOXICOLOGY","ELSEVIER","0161-813X","1872-9711","NEUROSCIENCES","SCIE","8,095","3.8","Q2","0.98","17.18"%,
"JOURNAL OF NEUROTRAUMA","J NEUROTRAUM","SAGE PUBLICATIONS INC","0897-7151","1557-9042","CLINICAL NEUROLOGY","SCIE","16,986","3.8","Q2","0.96","13.09"%,
"JOURNAL OF NEUROTRAUMA","J NEUROTRAUM","SAGE PUBLICATIONS INC","0897-7151","1557-9042","NEUROSCIENCES","SCIE","16,986","3.8","Q2","0.96","13.09"%,
"Brain Behavior & Immunity-Health","BRAIN BEHAV IMMUN-HL","ELSEVIER","2666-3546","2666-3546","NEUROSCIENCES","ESCI","3,256","3.8","Q2","0.92","100"%,
"Clinical Neuropsychiatry","CLIN NEUROPSYCHIATR","GIOVANNI FIORITI EDITORE","1724-4935","2385-0787","CLINICAL NEUROLOGY","ESCI","1,163","3.8","Q2","0.9","0"%,
"NEUROMOLECULAR MEDICINE","NEUROMOL MED","HUMANA PRESS INC","1535-1084","1559-1174","NEUROSCIENCES","SCIE","2,587","3.8","Q2","0.83","27.16"%,
"Molecular Brain","MOL BRAIN","BMC","N/A","1756-6606","NEUROSCIENCES","SCIE","4,883","3.8","Q2","0.81","100"%,
"METABOLIC BRAIN DISEASE","METAB BRAIN DIS","SPRINGER/PLENUM PUBLISHERS","0885-7490","1573-7365","NEUROSCIENCES","SCIE","7,382","3.8","Q2","0.77","17.44"%,
"Molecular Pain","MOL PAIN","SAGE PUBLICATIONS INC","N/A","1744-8069","NEUROSCIENCES","SCIE","4,049","3.8","Q2","0.76","100"%,
"Neurobiology of Language","NEUROBIOL LANG","MIT PRESS","2641-4368","2641-4368","NEUROSCIENCES","ESCI","620","3.7","Q2","1.43","100"%,
"DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY","DEV MED CHILD NEUROL","WILEY","0012-1622","1469-8749","CLINICAL NEUROLOGY","SCIE","16,610","3.7","Q2","1.39","61.14"%,
"SPINE","SPINE","LIPPINCOTT WILLIAMS & WILKINS","0362-2436","1528-1159","CLINICAL NEUROLOGY","SCIE","45,060","3.7","Q2","1.34","11.28"%,
"NEUROMODULATION","NEUROMODULATION","ELSEVIER","1094-7159","1525-1403","CLINICAL NEUROLOGY","SCIE","5,613","3.7","Q2","1.03","29.93"%,
"NEUROMODULATION","NEUROMODULATION","ELSEVIER","1094-7159","1525-1403","NEUROSCIENCES","SCIE","5,613","3.7","Q2","1.03","29.93"%,
"Neurology-Clinical Practice","NEUROL-CLIN PRACT","LIPPINCOTT WILLIAMS & WILKINS","2163-0402","2163-0933","CLINICAL NEUROLOGY","ESCI","2,829","3.7","Q2","0.88","20.98"%,
"NEUROPSYCHOBIOLOGY","NEUROPSYCHOBIOLOGY","KARGER","0302-282X","1423-0224","NEUROSCIENCES","SCIE","2,861","3.7","Q2","0.86","38.82"%,
"Journal of Neurogastroenterology and Motility","J NEUROGASTROENTEROL","KOREAN SOC NEUROGASTROENTEROLOGY & MOTILITY","2093-0879","2093-0887","CLINICAL NEUROLOGY","SCIE","2,980","3.7","Q2","0.85","100"%,
"NEUROTOXICOLOGY AND TERATOLOGY","NEUROTOXICOL TERATOL","PERGAMON-ELSEVIER SCIENCE LTD","0892-0362","1872-9738","NEUROSCIENCES","SCIE","3,182","3.7","Q2","0.79","15.57"%,
"STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS","STRESS","TAYLOR & FRANCIS LTD","1025-3890","1607-8888","NEUROSCIENCES","SCIE","3,748","3.7","Q2","0.72","100"%,
"NEUROIMMUNOMODULATION","NEUROIMMUNOMODULAT","KARGER","1021-7401","1423-0216","NEUROSCIENCES","SCIE","1,709","3.7","Q2","0.55","100"%,
"Journal of Neurologic Physical Therapy","J NEUROL PHYS THER","LIPPINCOTT WILLIAMS & WILKINS","1557-0576","1557-0584","CLINICAL NEUROLOGY","SCIE","1,900","3.6","Q2","1.54","17.57"%,
"Social Cognitive and Affective Neuroscience","SOC COGN AFFECT NEUR","OXFORD UNIV PRESS","1749-5016","1749-5024","NEUROSCIENCES","SCIE","9,294","3.6","Q2","1.1","100"%,
"COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE","COGN AFFECT BEHAV NE","SPRINGER","1530-7026","1531-135X","NEUROSCIENCES","SCIE","5,640","3.6","Q2","0.98","50.5"%,
"Neurophotonics","NEUROPHOTONICS","SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS","2329-423X","2329-4248","NEUROSCIENCES","SCIE","2,916","3.6","Q2","0.98","99.24"%,
"Journal of Neurodevelopmental Disorders","J NEURODEV DISORD","BMC","1866-1947","1866-1955","CLINICAL NEUROLOGY","SCIE","2,737","3.6","Q2","0.96","100"%,
"Journal of Neurodevelopmental Disorders","J NEURODEV DISORD","BMC","1866-1947","1866-1955","NEUROSCIENCES","SCIE","2,737","3.6","Q2","0.96","100"%,
"Frontiers in Human Neuroscience","FRONT HUM NEUROSCI","FRONTIERS MEDIA SA","1662-5161","1662-5161","NEUROSCIENCES","SCIE","34,636","3.6","Q2","0.82","99.87"%,
"Journal of Clinical Neurology","J CLIN NEUROL","KOREAN NEUROLOGICAL ASSOC","1738-6586","2005-5013","CLINICAL NEUROLOGY","SCIE","2,516","3.6","Q2","0.8","100"%,
"Frontiers in Systems Neuroscience","FRONT SYST NEUROSCI","FRONTIERS MEDIA SA","N/A","1662-5137","NEUROSCIENCES","SCIE","7,002","3.6","Q2","0.7","100"%,
"AMERICAN JOURNAL OF NEURORADIOLOGY","AM J NEURORADIOL","AMER SOC NEURORADIOLOGY","0195-6108","1936-959X","CLINICAL NEUROLOGY","SCIE","24,365","3.5","Q2","1.05","97.59"%,
"AMERICAN JOURNAL OF NEURORADIOLOGY","AM J NEURORADIOL","AMER SOC NEURORADIOLOGY","0195-6108","1936-959X","NEUROIMAGING","SCIE","24,365","3.5","Q2","1.05","97.59"%,
"Journal of Neuromuscular Diseases","J NEUROMUSCULAR DIS","SAGE PUBLICATIONS INC","2214-3599","2214-3602","CLINICAL NEUROLOGY","SCIE","2,304","3.5","Q2","0.89","56.19"%,
"Journal of Neuromuscular Diseases","J NEUROMUSCULAR DIS","SAGE PUBLICATIONS INC","2214-3599","2214-3602","NEUROSCIENCES","SCIE","2,304","3.5","Q2","0.89","56.19"%,
"NEUROLOGIC CLINICS","NEUROL CLIN","W B SAUNDERS CO-ELSEVIER INC","0733-8619","1557-9875","CLINICAL NEUROLOGY","SCIE","3,460","3.5","Q2","0.8","2"%,
"NEUROLOGIC CLINICS","NEUROL CLIN","W B SAUNDERS CO-ELSEVIER INC","0733-8619","1557-9875","NEUROSCIENCES","SCIE","3,460","3.5","Q2","0.8","2"%,
"NEUROMUSCULAR DISORDERS","NEUROMUSCULAR DISORD","PERGAMON-ELSEVIER SCIENCE LTD","0960-8966","1873-2364","CLINICAL NEUROLOGY","SCIE","6,584","3.5","Q2","0.7","28.26"%,
"NEUROMUSCULAR DISORDERS","NEUROMUSCULAR DISORD","PERGAMON-ELSEVIER SCIENCE LTD","0960-8966","1873-2364","NEUROSCIENCES","SCIE","6,584","3.5","Q2","0.7","28.26"%,
"Frontiers in Pain Research","FRONT PAIN RES","FRONTIERS MEDIA SA","N/A","2673-561X","CLINICAL NEUROLOGY","ESCI","2,352","3.5","Q2","0.67","100"%,
"Frontiers in Pain Research","FRONT PAIN RES","FRONTIERS MEDIA SA","N/A","2673-561X","NEUROSCIENCES","ESCI","2,352","3.5","Q2","0.67","100"%,
"Frontiers in Neurorobotics","FRONT NEUROROBOTICS","FRONTIERS MEDIA SA","1662-5218","1662-5218","NEUROSCIENCES","SCIE","5,024","3.5","Q2","0.65","100"%,
"Neuroscience Insights","NEUROSCI INSIGHTS","SAGE PUBLICATIONS LTD","N/A","2633-1055","NEUROSCIENCES","ESCI","347","3.5","Q2","0.5","100"%,
"Journal of Clinical Sleep Medicine","J CLIN SLEEP MED","AMER ACAD SLEEP MEDICINE","1550-9389","1550-9397","CLINICAL NEUROLOGY","SCIE","14,870","3.4","Q2","0.95","1.45"%,
"CLINICAL NEUROPHYSIOLOGY","CLIN NEUROPHYSIOL","ELSEVIER IRELAND LTD","1388-2457","1872-8952","CLINICAL NEUROLOGY","SCIE","23,540","3.4","Q2","0.9","47.25"%,
"CLINICAL NEUROPHYSIOLOGY","CLIN NEUROPHYSIOL","ELSEVIER IRELAND LTD","1388-2457","1872-8952","NEUROSCIENCES","SCIE","23,540","3.4","Q2","0.9","47.25"%,
"PSYCHONEUROENDOCRINOLOGY","PSYCHONEUROENDOCRINO","PERGAMON-ELSEVIER SCIENCE LTD","0306-4530","1873-3360","NEUROSCIENCES","SCIE","20,418","3.4","Q2","0.88","41.59"%,
"Nature and Science of Sleep","NAT SCI SLEEP","DOVE MEDICAL PRESS LTD","1179-1608","1179-1608","CLINICAL NEUROLOGY","SCIE","4,512","3.4","Q2","0.87","98.78"%,
"Nature and Science of Sleep","NAT SCI SLEEP","DOVE MEDICAL PRESS LTD","1179-1608","1179-1608","NEUROSCIENCES","SCIE","4,512","3.4","Q2","0.87","98.78"%,
"Network Neuroscience","NETW NEUROSCI","MIT PRESS","2472-1751","2472-1751","NEUROSCIENCES","SCIE","1,807","3.4","Q2","0.86","100"%,
"NEURAL PLASTICITY","NEURAL PLAST","WILEY","2090-5904","1687-5443","NEUROSCIENCES","SCIE","6,770","3.4","Q2","0.86","100"%,
"Neurobiology of Pain","NEUROBIOL PAIN","ELSEVIER","N/A","2452-073X","CLINICAL NEUROLOGY","ESCI","592","3.4","Q2","0.86","100"%,
"Neurobiology of Pain","NEUROBIOL PAIN","ELSEVIER","N/A","2452-073X","NEUROSCIENCES","ESCI","592","3.4","Q2","0.86","100"%,
"Epilepsia Open","EPILEPSIA OPEN","WILEY","N/A","2470-9239","CLINICAL NEUROLOGY","SCIE","3,090","3.4","Q2","0.8","99.83"%,
"Epilepsia Open","EPILEPSIA OPEN","WILEY","N/A","2470-9239","NEUROSCIENCES","SCIE","3,090","3.4","Q2","0.8","99.83"%,
"JOURNAL OF NEURO-ONCOLOGY","J NEURO-ONCOL","SPRINGER","0167-594X","1573-7373","CLINICAL NEUROLOGY","SCIE","14,899","3.4","Q2","0.79","38.69"%,
"MOLECULAR AND CELLULAR NEUROSCIENCE","MOL CELL NEUROSCI","ACADEMIC PRESS INC ELSEVIER SCIENCE","1044-7431","1095-9327","NEUROSCIENCES","SCIE","5,524","3.4","Q2","0.78","26.32"%,
"JOURNAL OF ALZHEIMERS DISEASE","J ALZHEIMERS DIS","SAGE PUBLICATIONS LTD","1387-2877","1875-8908","NEUROSCIENCES","SCIE","40,756","3.4","Q2","0.77","12.46"%,
"Journal of Neurorestoratology","J NEURORESTORATOLOGY","ELSEVIER","2324-2426","2324-2426","CLINICAL NEUROLOGY","ESCI","502","3.4","Q2","0.77","100"%,
"Frontiers in Behavioral Neuroscience","FRONT BEHAV NEUROSCI","FRONTIERS MEDIA SA","1662-5153","N/A","NEUROSCIENCES","SCIE","12,578","3.4","Q2","0.76","100"%,
"Brain Sciences","BRAIN SCI","MDPI","N/A","2076-3425","CLINICAL NEUROLOGY","SCIE","29,922","3.4","Q2","0.74","99.98"%,
"Brain Sciences","BRAIN SCI","MDPI","N/A","2076-3425","NEUROSCIENCES","SCIE","29,922","3.4","Q2","0.74","99.98"%,
"Movement Disorders Clinical Practice","MOV DISORD CLIN PRAC","WILEY","2330-1619","2330-1619","CLINICAL NEUROLOGY","SCIE","4,467","3.4","Q2","0.71","48.64"%,
"Clinical Psychopharmacology and Neuroscience","CLIN PSYCHOPHARM NEU","KOREAN COLL NEUROPSYCHOPHARMACOLOGY","1738-1088","2093-4327","NEUROSCIENCES","SCIE","2,007","3.4","Q2","0.67","99.56"%,
"JOURNAL OF HEAD TRAUMA REHABILITATION","J HEAD TRAUMA REHAB","LIPPINCOTT WILLIAMS & WILKINS","0885-9701","1550-509X","CLINICAL NEUROLOGY","SCIE","4,670","3.3","Q2","1.32","15.53"%,
"Neurosurgical Focus","NEUROSURG FOCUS","AMER ASSOC NEUROLOGICAL SURGEONS","1092-0684","1092-0684","CLINICAL NEUROLOGY","SCIE","10,046","3.3","Q2","1.09","99.77"%,
"JOURNAL OF NEURORADIOLOGY","J NEURORADIOLOGY","MASSON EDITEUR","0150-9861","1773-0406","CLINICAL NEUROLOGY","SCIE","1,687","3.3","Q2","1.02","20.81"%,
"JOURNAL OF NEURORADIOLOGY","J NEURORADIOLOGY","MASSON EDITEUR","0150-9861","1773-0406","NEUROIMAGING","SCIE","1,687","3.3","Q2","1.02","20.81"%,
"PSYCHOPHARMACOLOGY","PSYCHOPHARMACOLOGY","SPRINGER","0033-3158","1432-2072","NEUROSCIENCES","SCIE","20,433","3.3","Q2","0.89","44.36"%,
"JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY","J NEUROPATH EXP NEUR","OXFORD UNIV PRESS INC","0022-3069","1554-6578","CLINICAL NEUROLOGY","SCIE","8,761","3.3","Q2","0.86","39.04"%,
"JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY","J NEUROPATH EXP NEUR","OXFORD UNIV PRESS INC","0022-3069","1554-6578","NEUROSCIENCES","SCIE","8,761","3.3","Q2","0.86","39.04"%,
"Neurology-Genetics","NEUROL-GENET","LIPPINCOTT WILLIAMS & WILKINS","2376-7839","2376-7839","CLINICAL NEUROLOGY","SCIE","2,046","3.3","Q2","0.83","99.49"%,
"INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY","INT J PSYCHOPHYSIOL","ELSEVIER","0167-8760","1872-7697","NEUROSCIENCES","SCIE","10,582","3.3","Q2","0.82","31.29"%,
"Trends in Neuroscience and Education","TRENDS NEUROSCI EDUC","ELSEVIER","2452-0837","2211-9493","NEUROSCIENCES","ESCI","890","3.3","Q2","0.77","49.25"%,
"Neurology International","NEUROL INT","MDPI","2035-8377","2035-8377","CLINICAL NEUROLOGY","ESCI","1,733","3.3","Q2","0.76","100"%,
"American Journal of Alzheimers Disease and Other Dementias","AM J ALZHEIMERS DIS","SAGE PUBLICATIONS INC","1533-3175","1938-2731","CLINICAL NEUROLOGY","SCIE","2,887","3.3","Q2","0.74","100"%,
"JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES","J NEUROPSYCH CLIN N","AMER PSYCHIATRIC PUBLISHING, INC","0895-0172","1545-7222","CLINICAL NEUROLOGY","SCIE","3,598","3.3","Q2","0.74","1.89"%,
"JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES","J NEUROPSYCH CLIN N","AMER PSYCHIATRIC PUBLISHING, INC","0895-0172","1545-7222","NEUROSCIENCES","SCIE","3,598","3.3","Q2","0.74","1.89"%,
"Frontiers in Neurology","FRONT NEUROL","FRONTIERS MEDIA SA","1664-2295","1664-2295","CLINICAL NEUROLOGY","SCIE","57,716","3.3","Q2","0.72","99.82"%,
"Frontiers in Neurology","FRONT NEUROL","FRONTIERS MEDIA SA","1664-2295","1664-2295","NEUROSCIENCES","SCIE","57,716","3.3","Q2","0.72","99.82"%,
"BMC NEUROSCIENCE","BMC NEUROSCI","BMC","1471-2202","1471-2202","NEUROSCIENCES","SCIE","5,039","3.3","Q2","0.71","100"%,
"NEUROSCIENCE","NEUROSCIENCE","PERGAMON-ELSEVIER SCIENCE LTD","0306-4522","1873-7544","NEUROSCIENCES","SCIE","39,045","3.3","Q2","0.71","18.87"%,
"Frontiers in Computational Neuroscience","FRONT COMPUT NEUROSC","FRONTIERS MEDIA SA","N/A","1662-5188","NEUROSCIENCES","SCIE","4,961","3.3","Q2","0.66","100"%,
"Journal of Integrative Neuroscience","J INTEGR NEUROSCI","IMR PRESS","0219-6352","1757-448X","NEUROSCIENCES","SCIE","2,627","3.3","Q2","0.64","100"%,
